ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
ISJLZTIO,12,TIILJSO;TILJSZO;TIILJSZ;TIIJSZO;IILJSZO;TIILJZO,Z;I;O;L;T;S,v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8R4RpywB8R4g0RpilC8zhglwwE8i0JeAgWHAp?i/wCPddBA;v115@9gzhB8ywwhRpglB8Btwwg0whilC8Btg0whRpE8h0wh?JeAgWHApfjWCvedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8R4hlxhg0B8R4ywxhg0C8BtwwglxhE8Btgl?JeAgWHAaO9wCz/jBA;v115@9gzhB8zhilB8ywAtg0glR4C8wwBtg0R4E8Ath0JeAg?WHAzfjxCMOdBA;v115@9gzhB8i0whilB8ywAtwhglR4C8wwBtwhR4E8Atg0wh?JeAgWHATejxCsPdBA;v115@9gzhB8R4AtwhywB8R4BtwhilC8i0whglwwE8Atg0wh?JeAgWHAp/TFDUddBA;v115@9gzhB8wwRpwhg0R4B8ywglwhi0C8ilwhR4E8RpwhJe?AgWHApintCUXdBA;v115@9gzhB8ywwhg0R4B8Bthlwhi0C8BtglwhR4E8wwglwh?JeAgWHApizPCzedBA
ISJLTZIO,10,TIILJSO;TILJSZO;TIILJSZ,Z;I;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8R4RpywB8R4g0RpilC8zhglwwE8i0JeAgWHAp?i/wCPddBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gzhB8zhilB8ywAtg0glR4C8wwBtg0R4E8Ath0JeAg?WHAzfjxCMOdBA;v115@9gzhB8R4AtwhywB8R4BtwhilC8i0whglwwE8Atg0wh?JeAgWHAp/TFDUddBA;v115@9gzhB8wwRpwhg0R4B8ywglwhi0C8ilwhR4E8RpwhJe?AgWHApintCUXdBA;v115@9gzhB8wwBtglg0R4B8ywBti0C8zhR4E8ilJeAgWHAp?vTxC6SdBA
ISJLTZOI,8,TIILJSO;TILJSZO;TIILJSZ,Z;I;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8R4RpywB8R4g0RpilC8zhglwwE8i0JeAgWHAp?i/wCPddBA;v115@9gzhB8zhilB8ywAtg0glR4C8wwBtg0R4E8Ath0JeAg?WHAzfjxCMOdBA;v115@9gzhB8R4AtwhywB8R4BtwhilC8i0whglwwE8Atg0wh?JeAgWHAp/TFDUddBA;v115@9gzhB8wwRpwhg0R4B8ywglwhi0C8ilwhR4E8RpwhJe?AgWHApintCUXdBA;v115@9gzhB8wwBtglg0R4B8ywBti0C8zhR4E8ilJeAgWHAp?vTxC6SdBA
ISJLTOZI,7,TIILJSO;TILJSZO,Z;I,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8R4RpywB8R4g0RpilC8zhglwwE8i0JeAgWHAp?i/wCPddBA;v115@9gzhB8wwR4whglRpB8ywg0whglRpC8R4g0whhlE8h0?whJeAgWHAp/LgCUddBA;v115@9gzhB8R4wwgli0B8R4ywRpg0C8zhRpE8ilJeAgWHAP?+9tCqSdBA;v115@9gzhB8wwilg0R4B8ywRpi0C8zhR4E8glRpJeAgWHAp?vytC0SdBA;v115@9gzhB8wwRpwhg0R4B8ywglwhi0C8ilwhR4E8RpwhJe?AgWHApintCUXdBA
ISOIJTZL,6,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA
IOSIJTZL,6,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA
IOSIJTLZ,8,TIILJSO;TIILJSZ;TIILJZO,Z;O;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA;v115@9gg0ywB8Btglwhi0B80hRpwwC8ilwhRpE8BtwhJeAg?WHAPONPCsuDCA
ISOIJTLZ,8,TIILJSO;TIILJSZ;TIILJZO,Z;O;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA;v115@9gg0ywB8Btglwhi0B80hRpwwC8ilwhRpE8BtwhJeAg?WHAPONPCsuDCA
ISIOJTLZ,8,TIILJSO;TIILJSZ;TIILJZO,Z;O;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA;v115@9gg0ywB8Btglwhi0B80hRpwwC8ilwhRpE8BtwhJeAg?WHAPONPCsuDCA
ISIJOTLZ,7,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA
ISIJTOLZ,7,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8R4wwgli0B8R4ywRpg0C8zhRpE8ilJeAgWHAP?+9tCqSdBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA
ISJLOTZI,6,TIILJSO;TILJSZO,Z;I,v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8R4RpywB8R4g0RpilC8zhglwwE8i0JeAgWHAp?i/wCPddBA;v115@9gzhB8wwR4whglRpB8ywg0whglRpC8R4g0whhlE8h0?whJeAgWHAp/LgCUddBA;v115@9gzhB8wwilg0R4B8ywRpi0C8zhR4E8glRpJeAgWHAp?vytC0SdBA;v115@9gzhB8wwRpwhg0R4B8ywglwhi0C8ilwhR4E8RpwhJe?AgWHApintCUXdBA
ISIJTLOZ,8,TIILJSO;TIILJSZ;TIILJZO;IILJSZO,Z;O;S;T,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8BtR4xhg0B8ywhlxhg0C8wwR4glxhE8Btgl?JeAgWHAMO9wCKtDCA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA
ISIJTLZO,11,TIILJSO;TIILJSZ;TIILJZO;IILJSZO,Z;O;S;T,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8ywwhRpglB8Btwwg0whilC8Btg0whRpE8h0wh?JeAgWHApfjWCvedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gzhB8zhilB8ywAtg0glR4C8wwBtg0R4E8Ath0JeAg?WHAzfjxCMOdBA;v115@9gxhh0B8BtR4xhg0B8ywhlxhg0C8wwR4glxhE8Btgl?JeAgWHAMO9wCKtDCA;v115@9gxhh0B8BtR4xhg0B8ywhlxhg0C8wwBtglxhE8R4gl?JeAgWHAMO9wCqH0BA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA
IISJTLZO,9,TIILJSO;TIILJSZ;TIILJZO;IILJSZO,Z;O;S;T,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8ywwhRpglB8Btwwg0whilC8Btg0whRpE8h0wh?JeAgWHApfjWCvedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtR4xhg0B8ywhlxhg0C8wwR4glxhE8Btgl?JeAgWHAMO9wCKtDCA;v115@9gxhh0B8BtR4xhg0B8ywhlxhg0C8wwBtglxhE8R4gl?JeAgWHAMO9wCqH0BA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA
IISJTLOZ,7,TIILJSO;TIILJSZ;TIILJZO;IILJSZO,Z;O;S;T,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8BtR4xhg0B8ywhlxhg0C8wwR4glxhE8Btgl?JeAgWHAMO9wCKtDCA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA
IISJTOLZ,6,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4wwgli0B8R4ywRpg0C8zhRpE8ilJeAgWHAP?+9tCqSdBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA
IISJOTLZ,6,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA
IISOJTLZ,8,TIILJSO;TIILJSZ;TIILJZO,Z;O;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA;v115@9gg0ywB8Btglwhi0B80hRpwwC8ilwhRpE8BtwhJeAg?WHAPONPCsuDCA
IIOSJTLZ,7,TIILJSO;TIILJZO,Z;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA;v115@9gg0ywB8Btglwhi0B80hRpwwC8ilwhRpE8BtwhJeAg?WHAPONPCsuDCA
IOISJTLZ,7,TIILJSO;TIILJZO,Z;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA;v115@9gg0ywB8Btglwhi0B80hRpwwC8ilwhRpE8BtwhJeAg?WHAPONPCsuDCA
IOISJTZL,5,TIILJSO,Z,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA
IIOSJTZL,5,TIILJSO,Z,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA
IISOJTZL,6,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA;v115@9gg0ywB8Q4hlwhi0B80hRpwwC8R4glwhRpE8Q4glwh?JeAgWHAPONPCzC2BA
IISJOTZL,5,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA
IISJTOZL,4,TIILJSO;TIILJSZ,Z;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8R4wwgli0B8R4ywRpg0C8zhRpE8ilJeAgWHAP?+9tCqSdBA;v115@9gwhilB8wwR4xhRpB8ywg0xhRpC8R4g0xhglE8h0wh?JeAgWHApvCMCUNkBA
IISJTZOL,3,TIILJSO;TILJSZO;TIILJSZ,Z;I;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gxhh0B8R4hlxhg0B8R4ywxhg0C8BtwwglxhE8Btgl?JeAgWHAaO9wCz/jBA
IISJTZLO,8,TIILJSO;TILJSZO;TIILJSZ;TIILJZO;IILJSZO,Z;I;O;S;T,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8ywwhRpglB8Btwwg0whilC8Btg0whRpE8h0wh?JeAgWHApfjWCvedBA;v115@9gxhh0B8R4hlxhg0B8R4ywxhg0C8BtwwglxhE8Btgl?JeAgWHAaO9wCz/jBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA
IISJZTLO,7,TIILJSO;TILJSZO;TIILJSZ;IILJSZO;TIILJZO,Z;I;O;T;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8ywwhRpglB8Btwwg0whilC8Btg0whRpE8h0wh?JeAgWHApfjWCvedBA;v115@9gxhh0B8R4hlxhg0B8R4ywxhg0C8BtwwglxhE8Btgl?JeAgWHAaO9wCz/jBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gRpR4B8hlxhg0R4B8ywxhi0C8wwglxhRpE8glxhJe?AgWHAJe/wCzyqBA
IISJZTOL,4,TIILJSO;TIILJSZ;IILJSZO;TIILJZO,Z;O;T;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gxhh0B8R4hlxhg0B8R4ywxhg0C8BtwwglxhE8Btgl?JeAgWHAaO9wCz/jBA;v115@9gwhilB8ywxhRpB8Btwwg0xhRpC8Btg0xhglE8h0wh?JeAgWHApfrgCpOkBA
IISJZOTL,3,TIILJSZ;IILJSZO;TIILJZO,O;T;S,v115@9gzhB8ywwhilB8Btwwg0whglR4C8Btg0whR4E8h0wh?JeAgWHATePFDsedBA;v115@9gxhh0B8R4hlxhg0B8R4ywxhg0C8BtwwglxhE8Btgl?JeAgWHAaO9wCz/jBA;v115@9gwhilB8ywxhRpB8Btwwg0xhRpC8Btg0xhglE8h0wh?JeAgWHApfrgCpOkBA
ISJOLTZI,4,TIILJSO;TILJSZO,Z;I,v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8wwilg0R4B8ywRpi0C8zhR4E8glRpJeAgWHAp?vytC0SdBA;v115@9gzhB8wwg0RpilB8ywRpglR4C8zhR4E8i0JeAgWHAT?uKxCsPdBA
