ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
ZTTLIJS,0,,,
LISOTZJ,0,,,
TITLJSZ,2,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpO+tCqCBAAvhFxuB1uBlsB3qBGtBipB;v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBM+9tCqXBAAvhFqpBZkBlsB3lBGoBUqB
JZLITOS,0,,,
TLTSOJZ,2,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeiKYaAFLDmClcJSAVDEHB?EooRBMoAVB0+jPCvXBAAvhF9pB9nB/qBOpBToBUrB;v115@ChB8GeB8IeB8AeB8FeD8JetKYaAFLDmClcJSAVDEHB?EooRBUoAVBMNegCqXBAAvhFKpBfqB9nBToBmkBUrB
ZLOISTJ,0,,,
LITOSJT,0,,,
ZSJOTTI,0,,,
TSTIZJO,0,,,
ITJZOLT,0,,,
SOTLTZI,0,,,
SJILOTT,0,,,
OZITLTJ,0,,,
SLOZTIT,0,,,
ITJSZOT,0,,,
TLJOZSI,0,,,
SJTTLOZ,0,,,
ILZOJTS,0,,,
ILSTTOZ,1,TTILSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBp+KWCzOBAAvhFxuB9sBToBKpBfqBlqB
JOTTLIS,0,,,
ZJTITOL,0,,,
JTOSTIZ,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB
TLTIJSZ,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBM+9tCqXBAAvhFqpBZkBlsB3lBGoBUqB
SJITTLZ,2,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVB0PltCsOBAAvhFVvBOpBxsB3lBCtBlpB;v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBKuTxCsXBAAvhFOpBxnB3gBVqBCoB0pB
ITSTZLJ,0,,,
IZTJSTO,2,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB;v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB
LITZJOS,0,,,
ZJTTIOL,0,,,
OLIJTZS,0,,,
SITOZLT,0,,,
ZJIOTST,0,,,
JTIZSOT,0,,,
ZLSITTO,0,,,
ZOJLITS,0,,,
TJISOTZ,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB
TOJSTZI,0,,,
LZTOSTJ,0,,,
ZTSIJLT,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVB0PltCsOBAAvhFVvBOpBxsB3lBCtBlpB
IOSLZJT,0,,,
SOLZTJI,0,,,
ZTIJTLO,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpCegCqOBAAvhFxuByuBlsBTpBGtBlqB
JZISOLT,1,TILJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBKdFgCsOBAAvhF2uBXlBxnBTfBCoBlqB
TIZOSTJ,0,,,
TJISOZL,0,,,
JTLSTZO,0,,,
OIZJLTT,0,,,
TOLJSZT,0,,,
JZOTSIL,0,,,
OSITZLT,0,,,
TITLZOJ,0,,,
LITSOJT,0,,,
JSTTOZI,0,,,
OITTJLZ,0,,,
ZILTOTJ,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpCegCqOBAAvhFxuByuBlsBTpBGtBlqB
TJOILSZ,0,,,
ITTJOZL,0,,,
OTISZTL,0,,,
TSLIJOT,0,,,
SZLOITT,0,,,
JOSTITZ,0,,,
TTLJIZO,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeZEYaAFLDmClcJSAVDEHB?EooRBJoAVB0OUPCaHBAAvhFlqBlnBClBGoBUrBzpB
JLOSITT,0,,,
LITSZJT,0,,,
OZITJTS,0,,,
TTLSZJI,0,,,
ISJOTTL,0,,,
ZTOSLTI,0,,,
SJOLZIT,0,,,
OJLISTT,0,,,
TLIZTOJ,0,,,
TTLOISJ,0,,,
OLZSJTT,0,,,
SOZILTJ,0,,,
LISZJOT,0,,,
SZJTOLT,0,,,
SLIJZTT,0,,,
TOTSJLZ,0,,,
ITLZOTS,0,,,
TSTLJOZ,0,,,
LOTSZTI,0,,,
SITOLJZ,0,,,
LOTJSZI,0,,,
TJLTOSI,0,,,
LOITJTZ,0,,,
IJZLTSO,0,,,
TLSIZJO,0,,,
ZSOLTIT,0,,,
LTTJSIZ,0,,,
IJTTZSL,0,,,
TSLOIZJ,0,,,
TOJTZSL,0,,,
ITJOZLS,0,,,
SOJTZLI,0,,,
LZTTOSJ,0,,,
ILTTSOJ,0,,,
TOLSTZI,0,,,
ZJITTLO,0,,,
TJLOSIT,0,,,
JOZISTL,0,,,
JOTLTIS,0,,,
SOLTJTI,0,,,
ZTTJOLI,0,,,
TSZIOJL,0,,,
STTIJLZ,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVB0eNPC6CBAAvhFlpBlnBxpBGoBUrBipB
SOLJTIT,0,,,
ITSOJZL,0,,,
OJZTITS,0,,,
ILTSOZJ,0,,,
STLITOJ,0,,,
JZLTSIT,0,,,
TLJIZTO,0,,,
TZLOIJS,0,,,
ITOSLJT,0,,,
TTOLSJZ,2,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeiKYaAFLDmClcJSAVDEHB?EooRBMoAVB0+jPCvXBAAvhF9pB9nB/qBOpBToBUrB;v115@ChB8GeB8IeB8AeB8FeD8JetKYaAFLDmClcJSAVDEHB?EooRBUoAVBMNegCqXBAAvhFKpBfqB9nBToBmkBUrB
ZOISJTT,0,,,
OSLTTJI,0,,,
TTOSZIJ,0,,,
OISZJTT,0,,,
ZTOISJL,0,,,
ZSILTOJ,0,,,
TOSILZT,1,TTILSZO,,v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBs+CMC6OBAAvhFipB9nBToBxpBUrBlpB
JITOZTL,0,,,
ISOLTZT,0,,,
TTIZJLO,0,,,
TOLIJZS,0,,,
IJOTLTZ,0,,,
ZLTJOSI,1,TILJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBs+ytCK+AAAvhFipBlnBTqB/pBGtBRvB
TSJZIOL,0,,,
SJZLTOT,0,,,
TSLZJTO,0,,,
JLSTITO,0,,,
SZJOITL,0,,,
STITLOJ,0,,,
JZISTTO,0,,,
JZLSTTO,0,,,
IOTZJST,0,,,
TISLTJZ,0,,,
ZTLTIJS,0,,,
TILJOST,0,,,
TSJLZOT,0,,,
OLISTTJ,0,,,
JTZTSLO,0,,,
IZJSOLT,1,TILJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBKdFgCsOBAAvhF2uBXlBxnBTfBCoBlqB
ZTJSTIO,3,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB;v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB;v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBzOegCK+AAAvhF3pBlnBNkBTqBGtBRvB
ZSTLIJO,0,,,
JSZTITL,0,,,
TZTSOIL,0,,,
LITJTSO,0,,,
TSILOJZ,0,,,
TZTJLSO,0,,,
STLTOIZ,1,TTILSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBM+dgCzXBAAvhFqpBZkB9sBToB3lBUqB
JSOTIZT,0,,,
TSTLZIJ,0,,,
JTSTILZ,0,,,
ZTLSOTJ,0,,,
TJZOTIS,0,,,
OTSLTJI,0,,,
SIOLTTZ,0,,,
LZTSTJI,0,,,
JTSOITZ,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB
IJTZSTO,0,,,
ISOTLTZ,0,,,
ZISTOJL,0,,,
TOSTLJZ,2,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeTJYaAFLDmClcJSAVDEHB?EooRBPoAVBzOmPCsXBAAvhF3qBlnBFlBGoBikBUrB;v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBs+KxCqXBAAvhF6pB9nBTjBNlBOpBUrB
LOISTJT,0,,,
TOLJTZI,0,,,
ZLSTTOJ,0,,,
TOSTZLJ,0,,,
SZTILJT,0,,,
OIZTSLT,0,,,
ZJOITST,0,,,
OTISLZT,0,,,
TSJITOL,1,TTILJSO,,v115@ChB8GeB8IeB8AeB8FeD8JexPYaAFLDmClcJSAVDEHB?EooRBJoAVBzOmPCvCBAAvhF/pBlnBFlBGjBzlBipB
STTZLOJ,0,,,
ZLTIOJS,0,,,
OLJZTTS,0,,,
SILJTTZ,0,,,
LOSTZIT,0,,,
SZIJOLT,0,,,
LJZTTIS,0,,,
JTILTOZ,0,,,
JTSZTIO,0,,,
TLSIJOZ,0,,,
SZLTITO,0,,,
TJLIZST,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBseNPCzOBAAvhFipBlnBxpBGoB3qBlpB
OTJISZL,0,,,
TSTJOIL,0,,,
TJIOSTZ,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB
OZTILTJ,0,,,
TOIZSLT,0,,,
JLIZTOS,0,,,
IZLSOTT,0,,,
TSTZILJ,0,,,
OJSTLZT,0,,,
JZLOSIT,0,,,
ILTOSZT,0,,,
LTIOSTJ,0,,,
OZTIJST,0,,,
IOJSLTZ,0,,,
OIJLSTZ,0,,,
OSLIJTZ,0,,,
IJTSOTL,0,,,
ZTTLSJI,0,,,
JIOSLTZ,0,,,
TLJITSO,0,,,
LITJOZT,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBseNPCvOBAAvhFyuBlnBxkBGjBTkBlqB
LIJTTOS,0,,,
ZSIOTJL,0,,,
TIZSOTJ,0,,,
SIOZTTL,0,,,
OLISTJT,0,,,
SLZOTIT,0,,,
OSZLTJI,0,,,
SZOLTJT,0,,,
TOTSLJI,0,,,
TLIZSOT,0,,,
ISLZOTJ,0,,,
SLJITZT,0,,,
JSOZLIT,0,,,
ITJTOSZ,3,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB;v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBp/dgCzOBAAvhFxuB2uB9sBTtB3qBlpB;v115@ChB8GeB8IeB8AeB8FeD8JexOYaAFLDmClcJSAVDEHB?EooRBJoAVB0+aPCzXBAAvhF1qB9nBTjB2kB3kBUrB
ZITLOTS,0,,,
LZSTTOJ,0,,,
LJZIOST,0,,,
JITOSLZ,0,,,
IJLSOTT,0,,,
OTJSIZT,0,,,
TSLJOIZ,0,,,
IOSTZTJ,0,,,
TTSJLOZ,0,,,
TSLOJZI,0,,,
TJOZTSI,0,,,
OSZILJT,0,,,
OILJTZS,0,,,
OLITZTS,0,,,
TOSZJIL,0,,,
LTOJIST,0,,,
OTJSZLI,0,,,
LZTTIJO,0,,,
SOTJZTL,0,,,
LJZTITO,0,,,
OZSTJLI,0,,,
OLSTIZT,0,,,
TOJSTLZ,3,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeTJYaAFLDmClcJSAVDEHB?EooRBPoAVBzOmPCsXBAAvhF3qBlnBFlBGoBikBUrB;v115@ChB8GeB8IeB8AeB8FeD8Je2OYaAFLDmClcJSAVDEHB?EooRBKoAVB0+ytCsXBAAvhFtqB9nBTjB/kBalBUrB;v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBq+KxCsXBAAvhFOpB9nBTjBNlB6pBUrB
STTZLIJ,0,,,
ILJTTSZ,0,,,
IOTJSLT,0,,,
ZOSTJTI,0,,,
SOTJZLI,0,,,
LTZJIOS,0,,,
STOLZTJ,0,,,
ZISTTLJ,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpO+tCqCBAAvhFxuB1uBlsB3qBGtBipB
TZISOJT,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBp/dgCzOBAAvhFxuB2uB9sBTtB3qBlpB
SJITTZO,0,,,
ISLZTJT,0,,,
STOZLJI,0,,,
TTSOLIZ,1,TTILSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBM+dgCzXBAAvhFqpBZkB9sBToB3lBUqB
LTTJSOI,0,,,
OTSLIJZ,0,,,
OTIZLTS,0,,,
IOZTSJT,0,,,
LOIJTZT,0,,,
OTLSJIZ,0,,,
LSJTTIO,0,,,
TOJLITS,0,,,
ZTLJSIO,1,TILJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBs+ytCK+AAAvhFipBlnBTqB/pBGtBRvB
ZLOTSJT,1,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBs+bgCqOBAAvhFipBlnBXqBTkBGoBlqB
TZLISTO,0,,,
JTOZLTI,0,,,
IJOTTZS,0,,,
TSTLIZJ,0,,,
ZITOSLJ,0,,,
OJZTLIT,0,,,
ZTJTOSI,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB
LOJTIST,0,,,
TJZLOTS,0,,,
STTIOJZ,2,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB;v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBp+KxCqXBAAvhFZkB9nBTjBFlBupBUrB
SILOJTZ,0,,,
JTOLSIZ,0,,,
TOJLITZ,0,,,
JSTLTOZ,1,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8Je2OYaAFLDmClcJSAVDEHB?EooRBKoAVB0+ytCsXBAAvhFtqB9nBTjB/kBalBUrB
TILZTSJ,0,,,
TSJITZL,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVB0eNPC6CBAAvhFlpBlnBxpBGoBUrBipB
ISOTJZT,0,,,
STLJTIO,0,,,
ILJZTTS,0,,,
STLIZOT,0,,,
OTTILJZ,0,,,
ZJILTOT,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpCegCqOBAAvhFxuByuBlsBTpBGtBlqB
IOSTJLZ,0,,,
LTISJTO,1,TTILJSO,,v115@ChB8GeB8IeB8AeB8FeD8JexPYaAFLDmClcJSAVDEHB?EooRBJoAVBMNmPCUHBAAvhFKpBXqBlsBGoBlkBzqB
JSZLTIT,0,,,
JOSZTLT,0,,,
LTZISTJ,0,,,
TTZJILO,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpCegCqOBAAvhFxuByuBlsBTpBGtBlqB
JSIOTTZ,0,,,
IJLTOZS,0,,,
ZTTSIOL,0,,,
TIZTJSO,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB
ISZJOTL,0,,,
TJLSZTO,0,,,
SZTILTJ,0,,,
SZOLTTJ,0,,,
TOLSJIT,0,,,
STOILJT,0,,,
JOLIZTS,0,,,
ISTJZOT,0,,,
ZSTLJTO,0,,,
IZOJLTS,0,,,
ITTZOSL,0,,,
TTZOSJI,0,,,
JOLSTIZ,0,,,
TISLZOJ,0,,,
LTSOZJI,0,,,
JSTZTLO,0,,,
TZILOJT,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpCegCqOBAAvhFxuByuBlsBTpBGtBlqB
TTLISZO,0,,,
TTZOISJ,0,,,
TILZJSO,0,,,
JILSOZT,0,,,
ISOLTJZ,0,,,
ZTOJSIL,0,,,
JTLTZIO,0,,,
IZLJSTO,0,,,
JTOZLSI,0,,,
LTSJZTI,0,,,
LJTOSTZ,0,,,
ITJTLOS,0,,,
ITOSJZT,0,,,
ZTJTOIS,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB
LJZSTTI,0,,,
STIJLTZ,3,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVB0PltCsOBAAvhFVvBOpBxsB3lBCtBlpB;v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBseNPC6OBAAvhFipBlnBxpBGoBUrBlpB;v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBKuTxCsXBAAvhFOpBxnB3gBVqBCoB0pB
JTLIZSO,0,,,
ZSJTILO,0,,,
ITSLTJZ,2,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpO+tCqCBAAvhFxuB1uBlsB3qBGtBipB;v115@ChB8GeB8IeB8AeB8FeD8JexOYaAFLDmClcJSAVDEHB?EooRBJoAVBUNmPCsXBAAvhF1qB3kBlnBGoBikBUrB
OLTJITS,0,,,
STZJILT,0,,,
ZSTTIOJ,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB
LTZOJIS,0,,,
SJZILTO,0,,,
TOJSTIZ,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB
TTZIOJS,0,,,
SITJLZT,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBseNPC6OBAAvhFipBlnBxpBGoBUrBlpB
LTIOZST,1,TTILSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBs+CMCzOBAAvhFipB9nBToBxpB3qBlpB
SIZJTLT,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVB0PltCsOBAAvhFVvBOpBxsB3lBCtBlpB
ISZLOTT,0,,,
OILTSJT,0,,,
ISOTZTL,0,,,
OSITLJZ,0,,,
SJTZOLT,0,,,
TOJZLST,0,,,
TLSTJZI,0,,,
TSZOLIT,0,,,
OSZLTIT,0,,,
TILZSTO,0,,,
TZSLOIT,0,,,
ITLOZJS,0,,,
LOJTZIT,0,,,
TTIZSJL,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBpuLuCqCBAAvhFxpBlnB0pB3lBGoBipB
OZJLITS,0,,,
OTZJITL,0,,,
STLTIOZ,1,TTILSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBM+dgCzXBAAvhFqpBZkB9sBToB3lBUqB
IZSJOLT,1,TILJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBKdFgCsOBAAvhF2uBXlBxnBTfBCoBlqB
TJTSZIO,0,,,
TZTLJSO,0,,,
IZTOTLJ,1,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpOmPCMHBAAvhFZkBtpB9nBuqBaqBTtB
JISTLTZ,3,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpO+tCqCBAAvhFxuB1uBlsB3qBGtBipB;v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVB0PltCsOBAAvhFVvBOpBxsB3lBCtBlpB;v115@ChB8GeB8IeB8AeB8FeD8JeVQYaAFLDmClcJSAVDEHB?EooRBUoAVBKuTxCsXBAAvhFOpBxnB3gBVqBCoB0pB
IJSLOTT,0,,,
TSJTIOZ,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB
TLOTSIJ,0,,,
SJTITZL,0,,,
ZTSTJLI,0,,,
OSITLZJ,0,,,
LITSJOZ,0,,,
SOTTJLZ,1,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeTJYaAFLDmClcJSAVDEHB?EooRBPoAVBzOmPCsXBAAvhF3qBlnBFlBGoBikBUrB
LJZSOTT,0,,,
TTOZSLJ,0,,,
JOITLST,0,,,
LOTZJSI,0,,,
TOJTSZL,0,,,
ZTISLOT,0,,,
ZITSTJO,2,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBU+dgCz/AAAvhFVvBZkB9sBToB3lBupB;v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBp+TxCKHBAAvhFxuBlsB3lBNpBGoBzpB
TTJIZOL,0,,,
ZSJTOTI,0,,,
LIZTJTO,0,,,
JSZTIOL,0,,,
JIZTSOL,0,,,
SITOTJL,0,,,
IZTOSTL,0,,,
OITTJZL,0,,,
ISTJTLO,0,,,
OTIZLJS,0,,,
JOSZITT,0,,,
LIJTOZS,0,,,
ITTLZSJ,0,,,
ZJTSOTI,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBK+dgCzOBAAvhFWvBZkB9sBToBfqBlqB
TOTJIZS,0,,,
STLJITZ,1,TTILJSZ,,v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBseNPC6OBAAvhFipBlnBxpBGoBUrBlpB
OTSZTIJ,0,,,
OTZLIST,0,,,
JTSTIOL,0,,,
ZSOJLTI,0,,,
TZSOLIJ,0,,,
OLTSTZJ,0,,,
SZJOILT,0,,,
SJOTLIT,0,,,
SILOTJT,0,,,
TOZLSIJ,0,,,
LZTIJOS,0,,,
ITSJTLO,0,,,
IJTSOLT,0,,,
SJOITTL,0,,,
SIJTOZL,0,,,
ZISLTTJ,0,,,
TSOIZTJ,0,,,
TISLTJO,0,,,
OZTLIJT,0,,,
OJIZTSL,0,,,
IJTLSOZ,0,,,
IJTLSOT,0,,,
TZLSIJO,1,TILJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBs+ytCK+AAAvhFipBlnBTqB/pBGtBRvB
IZLOSTT,0,,,
ZTTIJOL,2,TTILJZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpOmPCMHBAAvhFZkBtpB9nBuqBaqBTtB;v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpOmPCMHBAAvhFZlBNpB9nBuqB6pBTtB
STZOLTI,0,,,
ZOSJTTI,0,,,
LSIJOTT,0,,,
ITTSZJO,0,,,
LOTZJTS,1,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeiJYaAFLDmClcJSAVDEHB?EooRBMoAVB6+aPCUNBAAvhF0lBlnBTkBGoBVwBXqB
LTOZJTS,1,TTLJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeiJYaAFLDmClcJSAVDEHB?EooRBMoAVB6+aPCUNBAAvhF0lBlnBTkBGoBVwBXqB
LOZJTIS,0,,,
TJTSLIO,0,,,
SOTTZIL,0,,,
TSZITLO,1,TTILSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBpOegCzCBAAvhFxuB1uB9sBTtB3qBipB
SOTLJZT,0,,,
JTOTLSI,0,,,
SJZOTIL,0,,,
TSZIJOT,1,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBp/dgCzOBAAvhFxuB2uB9sBTtB3qBlpB
OTZTSLI,0,,,
TOSJTZL,0,,,
ILTZTJS,0,,,
LTTJOZI,0,,,
SLOJITZ,0,,,
LTSZIOT,0,,,
OSLTZTI,0,,,
JLZTOIS,0,,,
ISTTOJZ,2,TTIJSZO,,v115@ChB8GeB8IeB8AeB8FeD8JeULYaAFLDmClcJSAVDEHB?EooRBaoAVBp/dgCzOBAAvhFxuB2uB9sBTtB3qBlpB;v115@ChB8GeB8IeB8AeB8FeD8Je3KYaAFLDmClcJSAVDEHB?EooRBToAVBp+KxCqXBAAvhFZkB9nBTjBFlBupBUrB
ZOISTJT,0,,,
SITOLZJ,0,,,
JTTSZOL,0,,,
ITLZJTO,0,,,
SLZITOT,0,,,
TLJOZIT,0,,,
SJOTILZ,0,,,
STZTOLJ,0,,,
TOLZISJ,0,,,
ZLTJTSO,0,,,
JIOTTZL,0,,,
IOTTJZL,0,,,
JSOTLZT,0,,,
ZJILOTS,0,,,
JOTTISL,0,,,
SOLIJZT,0,,,
